id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,data_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens, ,',+,",",-,.,/,2,[,],_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
8984,"Senior Manager II, Data Analytics, Financial Services Compliance...",Walmart,"Noel, MO",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:36.4,,,,,,,,,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
8985,Excel Guru Wanted!,Upwork,Anywhere,via Upwork,"['16 hours ago', '10 to 30 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",16 hours ago,Contractor,True,00:28.8,10 to 30,an hour,20,10,30,20,,41600,"['spreadsheet', 'excel']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
8986,"Senior Manager II, Data Analytics, Financial Services Compliance...",Walmart,"Elkins, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:41.3,,,,,,,,,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
8987,"Senior Manager II, Data Analytics, Financial Services Compliance...",Walmart,"Farmington, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:39.5,,,,,,,,,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
8988,"Senior Manager II, Data Analytics, Financial Services Compliance...",Walmart,"Elm Springs, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:13.7,,,,,,,,,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8989,Data Analyst (remote),Molina Healthcare,Anywhere,via LinkedIn,"['13 hours ago', 'Work from home', 'Full-time', 'Health insurance']",13 hours ago,Full-time,True,00:29.8,,,,,,,,,"['spreadsheet', 'excel', 'java', 'sas', 'sql', 'r', 'tableau', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0
8990,Data Analyst *Remote*,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:18.5,,,,,,,,,[],0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8991,Data Analyst,US Federal Solutions,United States,via Adzuna,"['17 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,,00:08.4,,,,,,,,,"['excel', 'tableau', 'power_bi']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
8992,Marketing Insights Data Analyst (Fully Remote),Jump 450 Media,United States,via SimplyHired,"['10 hours ago', 'Full-time']",10 hours ago,Full-time,,00:23.9,,,,,,,,,['tableau'],1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
8993,Data Analyst,World Travel Holdings Inc,Anywhere,via Indeed,"['19 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",19 hours ago,Full-time,True,00:29.0,,,,,,,,,"['spreadsheet', 'tableau', 'sql', 'excel', 'cognos']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,Data Analyst,Bold Metrics Inc.,Anywhere,via LinkedIn,"['12 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,True,00:24.0,,,,,,,,,"['outlook', 'sql', 'jupyter', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
8995,Need a data analyst,Upwork,Anywhere,via Upwork,"['1 hour ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",1 hour ago,Contractor,True,00:20.9,16 to 45,an hour,30.5,16,45,30.5,,63440,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8996,Data Analyst 1,UnitedHealth Group,"Shawnee, KS",via My ArkLaMiss Jobs,"['8 hours ago', 'Full-time', 'Health insurance']",8 hours ago,Full-time,,00:24.8,,,,,,,,,"['qlik', 'tableau', 'vba', 'sas', 'powerpoint', 'word', 'sql', 'alteryx', 'mysql', 'power_bi', 'excel', 'ssis']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8997,Financial Data Analyst - Healthcare,Village Care,United States,via SimplyHired,"['11 hours ago', 'Full-time', 'Health insurance']",11 hours ago,Full-time,,00:42.2,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
8998,Data Analyst  Remote,RICEFW Technologies Inc,Anywhere,via Adzuna,"['23 hours ago', '40 to 45 an hour', 'Work from home', 'Full-time']",23 hours ago,Full-time,True,00:14.0,40 to 45,an hour,42.5,40,45,42.5,,88400,"['excel', 'sql']",0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
8999,Senior Data Analyst,Bayer Inc.,"Kansas City, MO",via ZipRecruiter,"['17 hours ago', 'Full-time', 'Health insurance']",17 hours ago,Full-time,,00:40.2,,,,,,,,,"['sap', 'tableau', 'vba', 'power_bi', 'excel', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
9000,Business Data Analyst,Aditi Consulting,"Tulsa, OK",via Monster,"['24 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",24 hours ago,Full-time,,01:02.9,,,,,,,,,['spreadsheet'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9001,Transportation Data Analyst,VSE Corporation,Anywhere,via LinkedIn,"['14 hours ago', 'Work from home', 'Full-time']",14 hours ago,Full-time,True,00:25.7,,,,,,,,,"['matlab', 'power_bi', 'excel', 'r', 'tableau', 'python', 'azure', 'aws']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9002,Sr Healthcare Economics Data Analyst - Remote,UnitedHealth Group,United States,via Datafloq,"['12 minutes ago', 'Full-time', 'No degree mentioned']",12 minutes ago,Full-time,,00:42.2,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
9003,Advisor Data Analyst,Fortuna BMC,United States,via Big Country Jobs,"['12 hours ago', '77.1K to 124K a year', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",12 hours ago,Full-time,,00:24.0,77.1K to 124K,a year,100550,77100,124000,,100550,100550,[],1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0
9004,Data Analyst III - Risk Management,COMMERCE BANK,"Kansas City, MO",via KSNT Jobs,"['12 hours ago', 'Full-time']",12 hours ago,Full-time,,00:15.6,,,,,,,,,"['outlook', 'sas', 'snowflake', 'azure', 'word', 'sql', 'power_bi', 'excel', 'r', 'hadoop', 'python', 'aws']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
9005,Sr. Data Analyst,Ivy Tech Solutions inc,United States,via Adzuna,"['11 hours ago', 'Full-time', 'No degree mentioned']",11 hours ago,Full-time,,00:09.5,,,,,,,,,"['power_bi', 'excel']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
9006,Lead Data Analyst,Lumen,"Oklahoma City, OK",via My ArkLaMiss Jobs,"['2 hours ago', 'Full-time', 'Health insurance']",2 hours ago,Full-time,,00:16.0,,,,,,,,,"['sharepoint', 'sql', 'power_bi', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
9007,Data Analyst,Nakupuna Companies,United States,via Recruit.net,"['4 hours ago', 'Full-time']",4 hours ago,Full-time,,00:11.2,,,,,,,,,"['excel', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
9008,Data Analyst III - Healthcare,Qlarant,United States,via LinkedIn,"['17 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",17 hours ago,Full-time,,00:18.7,,,,,,,,,"['sas', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
9009,Data Analyst,AMN HEALTHCARE,United States,via Star Job Search,"['14 hours ago', '24.50 to 29.25 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",14 hours ago,Full-time,,00:24.2,24.50 to 29.25,an hour,26.875,24.5,29.25,26.875,,55900,"['outlook', 'excel', 'word', 'sql', 'r', 'python', 'spss', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0
9010,Senior Data Analyst,Brown University,United States,via BeBee,"['23 hours ago', 'Full-time']",23 hours ago,Full-time,,00:32.4,,,,,,,,,"['sas', 'word', 'sql', 'excel', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9011,Data Analyst,Insight Global,United States,via Trabajo.org,"['58 minutes ago', 'Full-time', 'No degree mentioned']",58 minutes ago,Full-time,,00:08.7,,,,,,,,,"['sql', 'snowflake', 'tableau']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
9012,Jr. Financial/Data Analyst,Eteam,United States,via Jora,"['19 hours ago', 'Contractor']",19 hours ago,Contractor,,00:10.2,,,,,,,,,"['excel', 'ssis']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0
9013,Data Analyst/BI Expert to help automate a series of analytics...,Upwork,Anywhere,via Upwork,"['10 hours ago', '15 to 35 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:11.1,15 to 35,an hour,25,15,35,25,,52000,['python'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9014,Data Analyst (Junior),"Staffigo Technical Services, LLC",United States,via Adzuna,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:29.4,,,,,,,,,"['power_bi', 'excel', 'tableau']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9015,Data Analyst Intern,American Fidelity,"Oklahoma City, OK",via Recruit.net,"['4 hours ago', 'Full-time']",4 hours ago,Full-time,,40:27.2,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
9016,Business Analyst/Healthcare Data Analyst,Alakaina Foundation Family of Companies,United States,via My ArkLaMiss Jobs,"['12 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,,00:20.6,,,,,,,,,"['sas', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
9017,Salesforce Data Analyst,Aquent,United States,via Jobs Market,"['14 hours ago', '30 an hour', 'Full-time', 'No degree mentioned']",14 hours ago,Full-time,,00:22.4,30,an hour,30,,,30,,62400,"['excel', 'sql']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
9018,NA War on Waste Data Analyst,MondelÛñz International,Anywhere,via LinkedIn,"['21 hours ago', 'Work from home', 'Full-time']",21 hours ago,Full-time,True,00:22.4,,,,,,,,,"['alteryx', 'excel', 'r', 'tableau', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
9019,Senior Data Analyst,Humana,United States,via Trabajo.org,"['14 minutes ago', 'Full-time']",14 minutes ago,Full-time,,00:20.1,,,,,,,,,"['power_bi', 'excel', 'java', 'word', 'sas', 'c', 'r', 'python', 'scala', 'azure', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
9020,IT Data Analyst Intern - PMO,COMMERCE BANK,"Kansas City, MO",via Star Job Search,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,00:55.7,,,,,,,,,"['outlook', 'azure', 'sql', 'power_bi', 'excel']",1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
9021,Quality Data Analyst,Textron,"Wichita, KS",via BeBee,"['10 hours ago', 'Full-time']",10 hours ago,Full-time,,01:03.0,,,,,,,,,"['power_bi', 'excel', 'word', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0
9022,Data Analyst III (Healthcare Analytics),Corporate,"Kansas City, MO",via My ArkLaMiss Jobs,"['22 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",22 hours ago,Full-time,,00:07.5,,,,,,,,,"['python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
9023,Expert Data Analyst for Large Data Sets and Engaging Visual Reports,Upwork,Anywhere,via Upwork,"['17 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",17 hours ago,Contractor,True,00:42.4,,,,,,,,,"['excel', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0
9024,Senior Tableau Data Analyst - REMOTE,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:35.2,,,,,,,,,"['excel', 'tableau']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9025,Data Analyst,Fisher & Phillips LLP,United States,via Trabajo.org,"['4 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",4 hours ago,Full-time,,00:18.6,,,,,,,,,"['spreadsheet', 'word', 'power_bi', 'excel']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
9026,Master Data Analyst,Hired by Matrix,"Wichita, KS",via Recruit.net,"['4 hours ago', 'Contractor', 'Health insurance', 'Paid time off']",4 hours ago,Contractor,,00:24.3,,,,,,,,,"['sap', 'excel']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027,People Analytics Reporting Analyst (Talent Acquisition),General Motors,United States,via SimplyHired,"['7 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,,00:28.7,,,,,,,,,"['spreadsheet', 'sharepoint', 'visio', 'powerpoint', 'power_bi', 'excel']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9028,Internship:  Materials Management Data Analyst,Vanderlande Careers,United States,via Vanderlande Careers,"['4 hours ago', 'Full-time']",4 hours ago,Full-time,,00:37.4,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9029,Business Analyst/Data Analyst(Banking or Finance ) ||Tampa FL...,Nityo Infotech,United States,via Adzuna,"['23 hours ago', 'Full-time', 'No degree mentioned']",23 hours ago,Full-time,,00:39.9,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
9030,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Tulsa, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:26.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9031,Senior Data Analyst,Motion Recruitment,United States,via Trabajo.org,"['4 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",4 hours ago,Full-time,,00:18.2,,,,,,,,,"['ssrs', 'sql', 'tableau', 'python', 'powerpoint', 'power_bi']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9032,Audit Sr. Data Analyst,American Fidelity,"Oklahoma City, OK",via Recruit.net,"['4 hours ago', 'Full-time', 'No degree mentioned']",4 hours ago,Full-time,,00:28.4,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9033,Jr Data Analyst / Annotator -,Aquent,United States,via Star Job Search,"['14 hours ago', '24 to 26 an hour', 'Full-time', 'Health insurance', 'Dental insurance']",14 hours ago,Full-time,,00:35.3,24 to 26,an hour,25,24,26,25,,52000,[],1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
9035,Data Analyst II,Commercial Solutions,"Columbia, MO",via Trabajo.org,"['3 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",3 hours ago,Full-time,,00:29.9,,,,,,,,,"['excel', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
9036,Data Analyst/Scientist,HealthEdge Software Inc,"Topeka, KS",via Jooble,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:17.3,,,,,,,,,"['go', 'spark', 'nosql', 'sql', 'git', 'hadoop', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
9037,"Business Analyst/ Data Analyst || Tampa, FL || Fulltime || Synechron",Nityo Infotech,United States,via LinkedIn,"['4 hours ago', 'Full-time']",4 hours ago,Full-time,,00:27.4,,,,,,,,,"['jira', 'sql']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9038,Data Analyst,Marvel Technologies Inc,United States,via Trabajo.org,"['4 hours ago', 'Full-time']",4 hours ago,Full-time,,00:36.4,,,,,,,,,['sql'],1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0
9039,Data Analyst Manager - Virtual,Talentify.io,Anywhere,via LinkedIn,"['15 hours ago', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,40:15.6,,,,,,,,,"['tableau', 'sql', 'python']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9040,Sr. Data Analyst - Remote,UnitedHealth Group,United States,via Datafloq,"['3 hours ago', 'Full-time', 'No degree mentioned']",3 hours ago,Full-time,,00:24.1,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
9041,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Springdale, AR",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:25.6,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
9042,Junior data analyst,Intensify,United States,via Trabajo.org,"['4 hours ago', 'Full-time', 'No degree mentioned']",4 hours ago,Full-time,,00:56.3,,,,,,,,,"['excel', 'sql']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9043,Data Analysis for Medical Study,Upwork,Anywhere,via Upwork,"['12 hours ago', 'Work from home', 'Contractor']",12 hours ago,Contractor,True,00:32.2,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
9044,Data Analyst II,Commercial Solutions,"Kansas City, MO",via Trabajo.org,"['3 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",3 hours ago,Full-time,,00:58.0,,,,,,,,,"['excel', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
9045,"Data Analyst, Product Strategy and Operations",TikTok,United States,via Jora,"['18 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:33.7,,,,,,,,,"['tableau', 'sas', 'matlab', 'perl', 'sql', 'spss', 'pandas', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9046,"Senior Data Analyst, Business Optimization",Cox Communications,"Mulvane, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:45.0,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9047,Need data analysis for 75th NSSO (health) Dataset India,Upwork,Anywhere,via Upwork,"['13 hours ago', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:16.2,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0
9048,REMOTE Data Analyst,MEDLINE INDUSTRIES LIMITED,Anywhere,via LinkedIn,"['9 hours ago', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,True,00:23.9,,,,,,,,,"['crystal', 'power_bi', 'dax', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9049,"Senior Data Analyst, Business Optimization",Cox Communications,"Del City, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:12.6,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9050,Data Analysis for Web Development Project,Upwork,Anywhere,via Upwork,"['6 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",6 hours ago,Contractor,True,00:20.5,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0
9051,Amazon Data Analyst - Flexible(Remote) Work Location,DSM,United States,via LinkedIn,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:34.6,,,,,,,,,"['power_bi', 'r', 'tableau', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9052,"Senior Data Analyst, Business Optimization",Cox Communications,"Derby, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:39.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
9053,Marketing Business Data Analyst,New American Funding,Anywhere,via LinkedIn,"['16 hours ago', 'Work from home', 'Full-time']",16 hours ago,Full-time,True,40:30.9,,,,,,,,,"['sql', 'tableau']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
