id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,data_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens
9122,"Senior Data Analyst, Marketing & Enrollment",Adtalem Global Education,United States,via My Stateline Jobs,"['14 hours ago', '51,962.03 to 93,918.96 a year', 'Full-time', 'Health insurance', 'Dental insurance']",14 hours ago,Full-time,False,00:32.2,51962.03 to 93918.96,a year,72940.495,51962.03,93918.96,,72940.495,72940.495,"['tableau', 'sql', 'power_bi', 'python']"
9133,"Senior Data Analyst, Marketing & Enrollment",Adtalem Global Education,United States,via My ArkLaMiss Jobs,"['14 hours ago', '51,962.03 to 93,918.96 a year', 'Full-time', 'Health insurance', 'Dental insurance']",14 hours ago,Full-time,False,00:45.0,51962.03 to 93918.96,a year,72940.495,51962.03,93918.96,,72940.495,72940.495,"['tableau', 'sql', 'power_bi', 'python']"
9136,Salesforce Data Analyst,Aquent Talent,United States,via My ArkLaMiss Jobs,"['20 hours ago', '30 an hour', 'Full-time', 'No degree mentioned']",20 hours ago,Full-time,False,00:08.8,30,an hour,30,,,30,,62400,"['excel', 'sql']"
9143,Data Scientist /Python for Tennis - Contract to Hire,Upwork,Anywhere,via Upwork,"['10 hours ago', '16 to 25 an hour', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:59.4,16 to 25,an hour,20.5,16,25,20.5,,42640,"['git', 'python']"
9144,Doing a meta-analysis,Upwork,Anywhere,via Upwork,"['8 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor']",8 hours ago,Contractor,True,17:07.9,40 to 75,an hour,57.5,40,75,57.5,,119600,[]
9146,Senior Analytics Consultant,Upwork,Anywhere,via Upwork,"['10 hours ago', '10 to 35 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:24.7,10 to 35,an hour,22.5,10,35,22.5,,46800,[]
9149,Google analytics help,Upwork,Anywhere,via Upwork,"['7 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",7 hours ago,Contractor,True,00:47.1,40 to 75,an hour,57.5,40,75,57.5,,119600,[]
9151,Data Analyst,Tailscale,Anywhere,via LinkedIn,"['8 hours ago', '100K to 185K a year', 'Work from home', 'Full-time', 'No degree mentioned']",8 hours ago,Full-time,True,00:44.8,100K to 185K,a year,142500,100000,185000,,142500,142500,['sql']
9155,"Data Analyst, Operations (Remote)",hims & hers,Anywhere,via Built In,"['23 hours ago', '100K to 150K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",23 hours ago,Full-time,True,00:17.4,100K to 150K,a year,125000,100000,150000,,125000,125000,"['looker', 'postgresql', 'bash', 'bigquery', 'sql', 'airflow', 'r', 'python']"
9159,Business and Data Analyst,"PakEnergy, LLC",Anywhere,via Indeed,"['7 hours ago', '70K to 80K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,True,00:15.8,70K to 80K,a year,75000,70000,80000,,75000,75000,"['power_bi', 'sql', 'tableau']"
9166,Data Analyst,Altus Marketing,Anywhere,via LinkedIn,"['6 hours ago', '65K to 75K a year', 'Work from home', 'Full-time']",6 hours ago,Full-time,True,00:41.2,65K to 75K,a year,70000,65000,75000,,70000,70000,"['excel', 'sql', 'snowflake', 'tableau', 'azure', 'power_bi']"
9177,Data Analyst And Product Spec Work - Contract to Hire,Upwork,Anywhere,via Upwork,"['8 hours ago', '12 to 25 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:09.4,12 to 25,an hour,18.5,12,25,18.5,,38480,[]
9190,Clinical Imaging Data analyst,RHO Inc,Anywhere,via Indeed,"['9 hours ago', '63 to 67 an hour', 'Work from home', 'Full-time']",9 hours ago,Full-time,True,00:19.1,63 to 67,an hour,65,63,67,65,,135200,"['matlab', 'sql', 'python']"
9194,Data Analyst/Surveillance Coordinator,Chester County of Pennsylvania,United States,via Indeed,"['8 hours ago', '55,933.28 a year', 'Full-time']",8 hours ago,Full-time,False,00:18.6,55933.28,a year,55933.28,,,,55933.28,55933.28,"['sas', 'powerpoint', 'word', 'excel']"
9198,"Company research, financial data analysis, report writing ...",Upwork,Anywhere,via Upwork,"['17 hours ago', '10 to 20 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",17 hours ago,Contractor,True,00:25.7,10 to 20,an hour,15,10,20,15,,31200,['excel']
9203,"Senior Data Analyst, Marketing & Enrollment",Adtalem Global Education,Anywhere,via Indeed,"['23 hours ago', '51,962.03 to 93,918.96 a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance']",23 hours ago,Full-time,True,00:36.4,51962.03 to 93918.96,a year,72940.495,51962.03,93918.96,,72940.495,72940.495,"['tableau', 'sql', 'power_bi', 'python']"
9210,Data Analyst to help analyze and automate the cleaning of Business...,Upwork,Anywhere,via Upwork,"['8 hours ago', '50 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:14.6,50 to 75,an hour,62.5,50,75,62.5,,130000,['python']
9213,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Springdale, AR",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:33.0,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9214,"Company research, financial data analysis, report writing ...",Upwork,Anywhere,via Upwork,"['17 hours ago', '10 to 20 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",17 hours ago,Contractor,True,00:17.9,10 to 20,an hour,15,10,20,15,,31200,['excel']
9217,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Bel Aire, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:12.2,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9219,Seeking Early & Mid Career Data Analytics Professionals for Skills...,Upwork,Anywhere,via Upwork,"['15 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",15 hours ago,Contractor,True,00:13.0,16 to 45,an hour,30.5,16,45,30.5,,63440,[]
9221,Financial Reporting Analyst,Confidential SaaS/Software and Technology Company,Anywhere,via LinkedIn,"['12 hours ago', '75K to 100K a year', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:14.0,75K to 100K,a year,87500,75000,100000,,87500,87500,"['excel', 'tableau']"
9222,Data Scientist - REMOTE- US CITIZEN,REI Systems,Anywhere,via LinkedIn,"['12 hours ago', '110K to 130K a year', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,37:09.7,110K to 130K,a year,120000,110000,130000,,120000,120000,"['tensorflow', 'azure', 'keras', 'sql', 'pytorch', 'r', 'hadoop', 'python', 'aws']"
9223,SAS Developer,Upwork,Anywhere,via Upwork,"['13 hours ago', '20 to 30 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",13 hours ago,Full-time,True,00:38.6,20 to 30,an hour,25,20,30,25,,52000,"['sas', 'sql']"
9224,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:11.5,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9225,Junior Analytic Consultant  to  Clinical Data Products,CVS Health,Anywhere,via LinkedIn,"['20 hours ago', '60K to 120K a year', 'Work from home', 'Full-time', 'Health insurance']",20 hours ago,Full-time,True,00:19.6,60K to 120K,a year,90000,60000,120000,,90000,90000,"['sql', 'excel']"
9228,Alternativ data for stock market and trading - Contract to Hire,Upwork,Anywhere,via Upwork,"['16 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",16 hours ago,Contractor,True,36:54.7,16 to 45,an hour,30.5,16,45,30.5,,63440,[]
9232,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Oklahoma City, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:24.2,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9239,"Sr. Data Analyst, Marketing Operations",Cox Communications,United States,via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:37.1,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9240,Google Sheet Expert / Data Assistant - Contract to Hire,Upwork,Anywhere,via Upwork,"['12 hours ago', '8 to 15 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:33.7,8 to 15,an hour,11.5,8,15,11.5,,23920,['spreadsheet']
9241,Alternativ data for stock market and trading - Contract to Hire,Upwork,Anywhere,via Upwork,"['16 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",16 hours ago,Contractor,True,00:33.6,16 to 45,an hour,30.5,16,45,30.5,,63440,[]
9244,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Warr Acres, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:27.4,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9248,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Nicoma Park, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,01:00.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9251,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Kechi, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:08.3,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9255,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Edmond, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:55.6,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9259,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Arcadia, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:16.8,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9263,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Nicoma Park, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:33.0,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9267,Senior Data Analysis Engineer,Cox Communications,"Tuttle, OK",via ZipRecruiter,"['18 hours ago', '84.6K to 127K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:17.9,84.6K to 127K,a year,105800,84600,127000,,105800,105800,"['javascript', 'aws']"
9268,Senior Data Analysis Engineer,Cox Communications,"Midwest City, OK",via ZipRecruiter,"['18 hours ago', '84.6K to 127K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:17.1,84.6K to 127K,a year,105800,84600,127000,,105800,105800,"['javascript', 'aws']"
9269,Senior Data Analysis Engineer,Cox Communications,"The Village, OK",via ZipRecruiter,"['18 hours ago', '84.6K to 127K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:11.3,84.6K to 127K,a year,105800,84600,127000,,105800,105800,"['javascript', 'aws']"
9274,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Derby, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:22.8,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9278,Alternativ data for stock market and trading - Contract to Hire,Upwork,Anywhere,via Upwork,"['16 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",16 hours ago,Contractor,True,00:15.4,16 to 45,an hour,30.5,16,45,30.5,,63440,[]
9280,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Kechi, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:40.7,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9284,Data Analyst,Insight Global,Anywhere,via LinkedIn,"['6 hours ago', '40K to 55K a year', 'Work from home', 'Full-time', 'No degree mentioned']",6 hours ago,Full-time,True,00:27.4,40K to 55K,a year,47500,40000,55000,,47500,47500,[]
9288,Data Analyst,Modis,Anywhere,via LinkedIn,"['8 hours ago', '42 to 48 an hour', 'Work from home', 'Contractor']",8 hours ago,Contractor,True,00:09.3,42 to 48,an hour,45,42,48,45,,93600,[]
9304,Data Analyst - Wastewater,Michigan Public Health Institute (MPHI),Anywhere,via Indeed,"['9 hours ago', '65K to 75K a year', 'Work from home', 'Full-time']",9 hours ago,Full-time,True,00:33.7,65K to 75K,a year,70000,65000,75000,,70000,70000,"['tableau', 'sharepoint', 'sql', 'excel', 'r']"
9310,Senior Marketing Data Analyst,NetSpend,Anywhere,via Indeed,"['9 hours ago', '80K to 100K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,True,40:23.7,80K to 100K,a year,90000,80000,100000,,90000,90000,"['qlik', 'numpy', 'sql', 'pandas', 'r', 'snowflake', 'python']"
9313,"Senior Data Scientist, Pricing",SoFi,United States,via Ai-Jobs.net,"['21 hours ago', '129K to 186K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",21 hours ago,Full-time,False,00:21.1,129K to 186K,a year,157500,129000,186000,,157500,157500,"['tableau', 'snowflake', 'python', 'gitlab']"
9318,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Tulsa, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:14.2,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9319,Data Analyst - One Time Project,Upwork,Anywhere,via Upwork,"['13 hours ago', '16 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:42.2,16 to 75,an hour,45.5,16,75,45.5,,94640,[]
9331,Data Analyst,Nurse-Family Partnership,Anywhere,via LinkedIn,"['13 hours ago', '50,640 to 67,833 a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,True,00:25.5,50640 to 67833,a year,59236.5,50640,67833,,59236.5,59236.5,"['sas', 'sql']"
9332,QNXT Data Analyst,Gainwell Technologies LLC,Anywhere,via Indeed,"['23 hours ago', '80K to 115K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",23 hours ago,Full-time,True,00:24.7,80K to 115K,a year,97500,80000,115000,,97500,97500,[]
9336,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Jones, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:47.2,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9337,Data Analyst,Insight Global,Anywhere,via LinkedIn,"['5 hours ago', '35 to 45 an hour', 'Work from home', 'Contractor']",5 hours ago,Contractor,True,00:34.9,35 to 45,an hour,40,35,45,40,,83200,[]
9341,Data Analyst needed to analyze various categories,Upwork,Anywhere,via Upwork,"['14 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",14 hours ago,Contractor,True,00:35.2,16 to 45,an hour,30.5,16,45,30.5,,63440,[]
9344,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:19.7,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9347,Data analyst to assist with research paper. Require methodology ...,Upwork,Anywhere,via Upwork,"['14 hours ago', '20 to 75 an hour', 'Work from home', 'Contractor']",14 hours ago,Contractor,True,00:10.3,20 to 75,an hour,47.5,20,75,47.5,,98800,[]
9349,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Edmond, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:24.0,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9353,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Haysville, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:24.7,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9354,Data Analyst-Financial Services,"Recruiting Resources, Inc.",United States,via LinkedIn,"['6 hours ago', '95K to 115K a year', 'Full-time']",6 hours ago,Full-time,False,00:19.4,95K to 115K,a year,105000,95000,115000,,105000,105000,"['power_bi', 'sql']"
9356,Searching for a professional Data Analytics specialist,Upwork,Anywhere,via Upwork,"['18 hours ago', '38 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",18 hours ago,Contractor,True,00:25.8,38 to 75,an hour,56.5,38,75,56.5,,117520,['go']
9357,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Bentley, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:24.7,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9360,Python Assignment Assistance - Contract to Hire,Upwork,Anywhere,via Upwork,"['22 hours ago', '20 to 30 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:13.1,20 to 30,an hour,25,20,30,25,,52000,['jupyter']
9361,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Benton, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:09.6,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9365,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Nicoma Park, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:19.8,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9369,Business Data Analyst,Insight Global,Anywhere,via LinkedIn,"['12 hours ago', '62 to 70 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:16.8,62 to 70,an hour,66,62,70,66,,137280,[]
9371,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Moore, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:09.4,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9374,"Data Analytics Expert (Looker Studio, GA4, Supermetrics, Big...",Upwork,Anywhere,via Upwork,"['17 hours ago', '15 to 30 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",17 hours ago,Contractor,True,00:17.3,15 to 30,an hour,22.5,15,30,22.5,,46800,"['looker', 'bigquery']"
9376,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Park City, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:18.1,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
9378,Energy Economics Analyst,Upwork,Anywhere,via Upwork,"['6 hours ago', '12 to 35 an hour', 'Work from home', 'Contractor']",6 hours ago,Contractor,True,00:19.3,12 to 35,an hour,23.5,12,35,23.5,,48880,[]
9391,Data Engineer-Global High Growth Firm!,"Recruiting Resources, Inc.",United States,via LinkedIn,"['5 hours ago', '95K to 115K a year', 'Full-time']",5 hours ago,Full-time,False,00:16.2,95K to 115K,a year,105000,95000,115000,,105000,105000,"['java', 'c', 'ssrs', 'sql', 'snowflake', 'ssis', 'python', 'azure', 'vba']"
9401,Sr. SAP Data Analyst (Hybrid),LAVORO,United States,via LinkedIn,"['7 hours ago', '105K to 110K a year', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance']",7 hours ago,Full-time,False,01:07.3,105K to 110K,a year,107500,105000,110000,,107500,107500,"['go', 'sap']"
9403,Health Data Analyst Associate,Nuna Inc.,Anywhere,via LinkedIn,"['13 hours ago', '60K to 90K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,True,00:27.8,60K to 90K,a year,75000,60000,90000,,75000,75000,"['sql', 'python']"
9413,Data Analyst,Upwork,Anywhere,via Upwork,"['11 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:42.5,16 to 45,an hour,30.5,16,45,30.5,,63440,[]
9415,Data Analyst - Intermediate,TekWissen Group,United States,via Adzuna,"['23 hours ago', '69.93 to 104.89 an hour', 'Full-time', 'No degree mentioned']",23 hours ago,Full-time,False,00:36.5,69.93 to 104.89,an hour,87.41,69.93,104.89,87.41,,181812.8,[]
9419,Data Analyst,e-Business International Inc,Anywhere,via LinkedIn,"['5 hours ago', '120K to 130K a year', 'Work from home', 'Full-time']",5 hours ago,Full-time,True,00:09.5,120K to 130K,a year,125000,120000,130000,,125000,125000,"['power_bi', 'power_bi', 'excel', 'dax', 'ssrs', 'sql', 'ssis', 'powerpoint']"
9421,SIU Data Analyst (Hybrid Work Options),Shelter Insurance,"Columbia, MO",via Indeed,"['5 hours ago', '49,962 to 72,744 a year', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",5 hours ago,Full-time,False,00:11.8,49962 to 72744,a year,61353,49962,72744,,61353,61353,"['excel', 'sas', 'sql']"
9422,Data Analyst,Upwork,Anywhere,via Upwork,"['11 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:17.0,16 to 45,an hour,30.5,16,45,30.5,,63440,[]
9424,Data Analyst - Intermediate,TekWissen Group,United States,via Adzuna,"['23 hours ago', '69.93 to 104.89 an hour', 'Full-time', 'No degree mentioned']",23 hours ago,Full-time,False,00:08.5,69.93 to 104.89,an hour,87.41,69.93,104.89,87.41,,181812.8,[]
9439,Data analyst needed to structure database in Excel,Upwork,Anywhere,via Upwork,"['18 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",18 hours ago,Contractor,True,00:30.9,16 to 45,an hour,30.5,16,45,30.5,,63440,['excel']
9446,Business Intelligence Analyst (Marketing) $40/hour,Harnham,United States,via My ArkLaMiss Jobs,"['12 hours ago', '40 an hour', 'Full-time', 'No degree mentioned']",12 hours ago,Full-time,False,00:34.4,40,an hour,40,,,40,,83200,"['go', 'sql', 'r', 'tableau', 'python', 'power_bi']"
9455,Business Analyst R&D (Mid)-Data Science-R&D-PH,TekWissen Group,United States,via Adzuna,"['23 hours ago', '20 to 35 an hour', 'Full-time']",23 hours ago,Full-time,False,00:15.9,20 to 35,an hour,27.5,20,35,27.5,,57200,"['outlook', 'excel', 'r']"
9456,Business Analyst R&D (Mid)-Data Science-R&D-PH,TekWissen Group,United States,via Adzuna,"['23 hours ago', '20 to 35 an hour', 'Full-time']",23 hours ago,Full-time,False,00:21.6,20 to 35,an hour,27.5,20,35,27.5,,57200,"['outlook', 'excel', 'r']"
9461,Sr. Data Analyst (Looker SME),"Pinnacle Group, Inc.",Anywhere,via LinkedIn,"['6 hours ago', '60 to 70 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",6 hours ago,Contractor,True,00:24.2,60 to 70,an hour,65,60,70,65,,135200,"['looker', 'sql']"
9462,Data analyst with experience in PowerBI and Azure,Upwork,Anywhere,via Upwork,"['16 hours ago', '20 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",16 hours ago,Contractor,True,00:42.5,20 to 45,an hour,32.5,20,45,32.5,,67600,['azure']
9469,Data analyst needed to structure database in Excel,Upwork,Anywhere,via Upwork,"['18 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",18 hours ago,Contractor,True,00:50.6,16 to 45,an hour,30.5,16,45,30.5,,63440,['excel']
9478,Data Engineer,"Pyramid Consulting, Inc",Anywhere,via LinkedIn,"['13 hours ago', '60 an hour', 'Work from home', 'Contractor', 'Health insurance', 'Dental insurance']",13 hours ago,Contractor,True,00:22.8,60,an hour,60,,,60,,124800,"['sql', 'r', 'python', 'aws']"
9487,Digital Analyst,Upwork,Anywhere,via Upwork,"['17 hours ago', '10 to 25 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",17 hours ago,Contractor,True,00:30.0,10 to 25,an hour,17.5,10,25,17.5,,36400,"['power_bi', 'tableau']"
9488,Data Engineer,"Pyramid Consulting, Inc",Anywhere,via LinkedIn,"['13 hours ago', '60 an hour', 'Work from home', 'Contractor', 'Health insurance', 'Dental insurance']",13 hours ago,Contractor,True,00:25.7,60,an hour,60,,,60,,124800,"['sql', 'r', 'python', 'aws']"
9509,Web Analyst - Contract to Hire,Upwork,Anywhere,via Upwork,"['14 hours ago', '16 to 25 an hour', 'Work from home', 'Contractor']",14 hours ago,Contractor,True,00:22.4,16 to 25,an hour,20.5,16,25,20.5,,42640,"['sql', 'tableau']"
9513,Excel Raw data - Contract to Hire,Upwork,Anywhere,via Upwork,"['3 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",3 hours ago,Contractor,True,00:18.2,40 to 75,an hour,57.5,40,75,57.5,,119600,"['sql', 'excel']"
9515,Analytics Manager,Global Data Network,United States,via LinkedIn,"['17 hours ago', '100K to 120K a year', 'Full-time']",17 hours ago,Full-time,False,00:33.2,100K to 120K,a year,110000,100000,120000,,110000,110000,"['excel', 'visio', 'sql', 'tableau', 'python']"
